lead_id,age,gender,platform,ad_type,interest_level,time_to_contact_hours,num_followups,product_category,lead_source,converted
399,18,Male,Facebook,Video,High,9.87,4,Beauty,Paid,1
400,51,Female,TikTok,Video,Medium,8.97,3,Health,Paid,0
401,49,Male,Instagram,Image,Low,3.13,4,Finance,Organic,0
402,42,Male,TikTok,Video,Low,2.83,0,Finance,Organic,0
403,57,Female,TikTok,Video,Low,25.07,0,Beauty,Paid,0
404,18,Male,TikTok,Video,Low,49.93,0,Finance,Paid,0
405,33,Male,Instagram,Image,Medium,37.52,1,Finance,Organic,0
406,56,Female,Facebook,Carousel,Low,3.65,1,Beauty,Organic,0
407,22,Male,Instagram,Video,Low,18.93,4,Health,Paid,0
408,39,Male,Facebook,Carousel,Low,2.68,3,Beauty,Paid,0
409,46,Male,Facebook,Video,High,1.11,3,Health,Organic,1
410,20,Female,TikTok,Carousel,Medium,25.64,0,Health,Organic,0
411,29,Male,Facebook,Image,Medium,18.39,2,Finance,Paid,1
412,43,Female,Instagram,Image,Low,2.05,1,Beauty,Organic,1
413,33,Female,Instagram,Video,Medium,0.85,1,Finance,Organic,0
414,54,Male,Facebook,Carousel,Medium,109.95,0,Finance,Paid,0
415,39,Male,TikTok,Image,Medium,0.73,1,Health,Paid,0
416,46,Male,TikTok,Video,High,14.11,0,Finance,Paid,1
417,31,Female,Instagram,Video,Low,16.86,4,Beauty,Organic,1
418,45,Male,TikTok,Image,High,2.99,3,Finance,Paid,0
419,22,Male,Facebook,Image,High,4.44,2,Finance,Organic,1
420,47,Male,Facebook,Video,Low,10.41,3,Health,Paid,0
421,22,Male,Instagram,Carousel,Medium,34.42,3,Beauty,Paid,0
422,29,Male,Facebook,Carousel,High,16.98,4,Finance,Organic,1
423,33,Female,Instagram,Carousel,Low,24.38,1,Health,Organic,0
424,43,Female,Facebook,Video,Medium,101.07,2,Finance,Paid,1
425,43,Male,Instagram,Image,High,35.06,1,Beauty,Paid,0
426,38,Male,TikTok,Video,Medium,13.68,3,Finance,Organic,0
427,56,Male,Facebook,Image,Low,14.19,0,Finance,Paid,0
428,53,Male,Facebook,Carousel,Medium,23.14,3,Health,Organic,1
429,50,Female,Instagram,Carousel,Low,26.27,1,Finance,Organic,0
430,47,Male,Instagram,Image,Medium,16.67,3,Health,Paid,1
431,54,Female,Facebook,Image,Low,24.85,0,Beauty,Organic,0
432,40,Female,Instagram,Video,Medium,0.57,4,Finance,Organic,1
433,27,Male,Facebook,Carousel,Medium,13.47,1,Beauty,Organic,0
434,22,Female,TikTok,Video,Medium,7.85,3,Beauty,Paid,1
435,53,Female,Instagram,Video,Medium,3.32,1,Finance,Organic,0
436,51,Female,Facebook,Video,Medium,2.52,4,Health,Paid,0
437,48,Female,TikTok,Carousel,Medium,22.18,3,Beauty,Paid,1
438,27,Male,TikTok,Video,Low,17.8,3,Beauty,Paid,0
439,36,Male,Facebook,Video,Medium,7.02,1,Finance,Organic,0
440,49,Female,Instagram,Video,Low,15.28,1,Finance,Organic,0
441,18,Male,Facebook,Video,High,16.27,0,Finance,Paid,0
442,22,Male,TikTok,Video,Low,5.21,4,Finance,Paid,0
443,21,Male,Facebook,Video,Medium,25.34,0,Finance,Organic,0
444,33,Male,Instagram,Carousel,Medium,36.44,3,Finance,Paid,0
445,41,Male,TikTok,Video,Medium,37.62,1,Health,Paid,1
446,33,Female,Facebook,Image,Low,22.14,3,Beauty,Organic,0
447,19,Male,Instagram,Video,Medium,17.2,3,Health,Paid,0
448,45,Male,TikTok,Video,Medium,1.51,2,Health,Organic,1
449,49,Male,Instagram,Carousel,Medium,8.15,2,Finance,Organic,0
450,44,Male,TikTok,Carousel,Low,2.35,3,Beauty,Paid,0
451,37,Female,Facebook,Image,Medium,79.66,1,Health,Organic,0
452,41,Female,Instagram,Image,Medium,3.48,3,Finance,Organic,1
453,29,Female,TikTok,Carousel,Medium,3.95,2,Finance,Organic,0
454,52,Female,Instagram,Carousel,Medium,52.88,1,Beauty,Paid,0
455,50,Male,Instagram,Video,Medium,69.15,3,Health,Paid,1
456,50,Female,Facebook,Carousel,Low,34.84,4,Health,Paid,1
457,54,Male,Instagram,Image,Low,0.13,4,Health,Organic,1
458,29,Male,TikTok,Video,Low,0.03,3,Finance,Organic,1
459,20,Male,TikTok,Image,Low,11.4,1,Beauty,Paid,0
460,18,Male,TikTok,Video,Medium,3.71,3,Beauty,Paid,1
461,50,Male,TikTok,Carousel,Medium,0.45,3,Health,Organic,0
462,57,Female,Facebook,Image,Low,14.97,2,Finance,Paid,0
463,27,Female,Instagram,Video,High,68.78,4,Health,Paid,1
464,46,Female,Facebook,Video,Low,9.39,2,Beauty,Paid,1
465,30,Female,Instagram,Carousel,Medium,25.97,2,Finance,Paid,0
466,29,Male,Instagram,Carousel,Medium,25.35,3,Health,Paid,0
467,48,Female,Instagram,Carousel,Low,6.94,2,Health,Organic,0
468,19,Male,Facebook,Image,Low,25.22,4,Finance,Paid,0
469,52,Female,Instagram,Video,Medium,5.73,2,Beauty,Paid,0
470,40,Male,Facebook,Carousel,Low,3.12,4,Finance,Organic,0
471,34,Male,TikTok,Image,High,29.01,2,Health,Organic,1
472,43,Female,TikTok,Image,Medium,2.89,4,Health,Organic,1
473,25,Male,Instagram,Image,High,138.7,2,Health,Organic,0
474,46,Male,Facebook,Carousel,Low,4.86,2,Health,Paid,1
475,43,Female,TikTok,Carousel,Medium,21.64,1,Beauty,Paid,0
476,27,Male,Facebook,Video,Medium,12.72,4,Beauty,Paid,0
477,43,Female,Facebook,Video,Medium,3.24,4,Health,Paid,1
478,51,Female,Instagram,Carousel,Low,0.68,4,Beauty,Organic,1
479,58,Female,TikTok,Image,Medium,23.4,0,Beauty,Organic,0
480,24,Male,Instagram,Image,Medium,39.45,2,Beauty,Paid,1
481,21,Male,Instagram,Image,Medium,44.29,4,Health,Paid,0
482,28,Male,TikTok,Video,Low,15.82,0,Finance,Paid,0
483,46,Female,TikTok,Image,High,36.06,1,Finance,Paid,0
484,53,Male,Facebook,Video,Low,26.82,4,Finance,Organic,1
485,42,Female,TikTok,Video,High,30.92,4,Health,Paid,1
486,38,Female,Facebook,Image,High,16.28,0,Beauty,Organic,1
487,53,Male,Facebook,Image,High,24.08,2,Beauty,Organic,1
488,27,Female,Facebook,Carousel,Medium,39.3,1,Health,Organic,0
489,54,Male,TikTok,Carousel,Medium,12.18,4,Health,Organic,0
490,26,Male,Instagram,Image,High,39.35,2,Finance,Paid,0
491,41,Male,Facebook,Video,Low,21.52,1,Finance,Paid,0
492,52,Male,Instagram,Video,Medium,4.35,3,Health,Paid,0
493,52,Male,Instagram,Video,Medium,0.6,3,Finance,Paid,0
494,53,Female,TikTok,Video,Medium,10.81,1,Beauty,Organic,1
495,35,Female,Instagram,Video,Low,18.99,0,Health,Organic,0
496,56,Female,Instagram,Carousel,Medium,43.96,1,Health,Organic,0
497,49,Male,TikTok,Image,High,3.27,1,Beauty,Paid,0
498,41,Male,Facebook,Carousel,Low,38.65,0,Beauty,Organic,0
499,40,Male,Instagram,Video,High,47.71,0,Beauty,Organic,1
500,49,Female,TikTok,Video,Low,3.92,2,Finance,Organic,0
501,54,Male,Instagram,Video,Low,45.79,2,Health,Organic,0
502,29,Female,Instagram,Video,Low,114.29,0,Finance,Paid,0
503,30,Female,Facebook,Image,Low,31.14,3,Beauty,Organic,0
504,40,Male,Instagram,Video,High,36.87,3,Finance,Organic,1
505,42,Male,TikTok,Image,Low,124.51,1,Beauty,Paid,0
506,52,Female,Instagram,Video,Medium,22.32,4,Finance,Paid,0
507,58,Male,Facebook,Image,Low,8.83,1,Finance,Paid,0
508,47,Female,Facebook,Carousel,Medium,43.61,1,Beauty,Organic,0
509,34,Male,TikTok,Video,Medium,22.88,4,Finance,Organic,0
510,37,Male,Facebook,Image,Low,20.89,0,Health,Organic,0
511,42,Female,Instagram,Carousel,Low,7.02,3,Finance,Organic,1
512,39,Male,Facebook,Video,High,33.89,1,Finance,Paid,0
513,30,Female,TikTok,Video,Low,2.04,4,Health,Organic,1
514,36,Male,Facebook,Video,Medium,61.94,2,Beauty,Organic,0
515,53,Female,Facebook,Image,Low,9.46,1,Health,Paid,0
516,29,Female,Facebook,Image,Medium,3.28,3,Finance,Paid,1
517,58,Male,TikTok,Carousel,Low,14.02,0,Beauty,Paid,0
518,36,Female,Facebook,Image,Medium,1.04,1,Finance,Organic,1
519,29,Male,Facebook,Image,Low,27.7,1,Finance,Organic,0
520,26,Male,Instagram,Video,High,55.92,4,Health,Organic,0
521,24,Male,TikTok,Video,Low,43.57,2,Health,Organic,0
522,45,Female,Facebook,Video,Medium,3.27,2,Beauty,Organic,1
523,31,Female,TikTok,Video,Medium,3.24,0,Beauty,Paid,0
524,48,Male,Facebook,Video,Low,40.3,3,Beauty,Paid,0
525,36,Male,Facebook,Video,Medium,61.93,0,Finance,Organic,1
526,33,Female,Facebook,Video,Low,14.82,1,Health,Organic,0
527,22,Male,Instagram,Carousel,High,16.59,1,Health,Organic,0
528,52,Male,Instagram,Carousel,High,9.19,2,Health,Organic,1
529,29,Female,Instagram,Carousel,High,53.92,3,Beauty,Organic,1
530,42,Male,TikTok,Carousel,Low,24.85,4,Health,Paid,0
531,38,Female,TikTok,Video,Medium,8.16,3,Health,Paid,1
532,53,Male,Instagram,Carousel,Medium,8.52,1,Health,Paid,0
533,40,Female,TikTok,Video,High,53.24,4,Beauty,Organic,0
534,33,Male,Facebook,Carousel,Medium,0.33,3,Health,Organic,1
535,56,Male,Facebook,Image,High,9.35,3,Beauty,Paid,1
536,59,Female,Facebook,Carousel,Medium,19.4,4,Health,Paid,1
537,56,Male,Instagram,Carousel,Medium,3.85,1,Health,Organic,1
538,31,Female,TikTok,Video,Low,2.32,3,Health,Paid,0
539,48,Male,Instagram,Carousel,Medium,40.53,4,Beauty,Paid,0
540,22,Female,TikTok,Image,Medium,53.96,1,Beauty,Organic,0
541,52,Female,Facebook,Video,Medium,41.64,4,Health,Paid,0
542,40,Female,Instagram,Video,Medium,54.97,4,Finance,Paid,1
543,46,Female,TikTok,Carousel,Medium,19.33,3,Beauty,Paid,0
544,28,Male,TikTok,Video,Low,40.14,1,Beauty,Organic,0
545,35,Male,Facebook,Video,Medium,11.63,3,Health,Paid,0
546,29,Female,Instagram,Video,Medium,26.34,0,Finance,Paid,0
547,26,Female,Instagram,Video,Medium,107.88,0,Health,Paid,0
548,27,Female,Instagram,Video,Low,6.14,1,Beauty,Organic,0
549,34,Male,Facebook,Video,Low,11.86,4,Beauty,Organic,1
550,55,Male,Instagram,Image,Low,15.7,3,Health,Paid,0
551,24,Male,Facebook,Carousel,Medium,3.56,3,Health,Organic,1
552,30,Male,Facebook,Image,Low,2.03,1,Finance,Paid,0
553,57,Female,Facebook,Video,Medium,42.49,1,Finance,Organic,0
554,59,Female,TikTok,Video,High,90.32,0,Beauty,Organic,1
555,26,Female,Instagram,Carousel,Low,12.45,2,Finance,Paid,0
556,44,Male,Instagram,Image,Medium,2.2,1,Finance,Paid,0
557,19,Male,Facebook,Carousel,Medium,1.63,2,Beauty,Paid,0
558,22,Male,Facebook,Image,High,53.26,1,Beauty,Organic,0
559,46,Female,Instagram,Video,Medium,14.96,4,Beauty,Paid,0
560,54,Female,Facebook,Carousel,Medium,9.26,4,Beauty,Organic,1
561,55,Male,Instagram,Carousel,High,15.53,0,Health,Organic,0
562,36,Female,TikTok,Video,Medium,9.2,0,Beauty,Paid,0
563,25,Male,Facebook,Carousel,High,16.11,2,Beauty,Organic,0
564,18,Male,Instagram,Image,Low,47.11,1,Beauty,Paid,0
565,39,Female,Facebook,Image,High,21.53,3,Finance,Organic,1
566,34,Male,Instagram,Image,Medium,28.47,0,Beauty,Paid,0
567,24,Female,Instagram,Image,Medium,10.89,3,Health,Organic,1
568,42,Male,Facebook,Video,Low,32.19,3,Health,Organic,0
569,21,Female,TikTok,Carousel,Medium,26.36,1,Beauty,Paid,0
570,53,Female,Instagram,Image,Low,3.06,2,Health,Organic,1
571,23,Female,Instagram,Video,High,20.4,1,Finance,Paid,1
572,48,Male,Instagram,Carousel,High,7.12,0,Beauty,Organic,0
573,36,Male,TikTok,Carousel,Low,39.12,3,Health,Organic,0
574,56,Female,TikTok,Video,High,13.32,1,Health,Organic,1
575,44,Female,Facebook,Video,Medium,125.69,1,Beauty,Paid,0
576,27,Male,TikTok,Image,Medium,2.33,1,Health,Paid,1
577,43,Male,Facebook,Carousel,Low,36.38,0,Beauty,Paid,0
578,36,Male,Facebook,Carousel,Low,26.88,2,Health,Paid,1
579,56,Female,TikTok,Video,Low,35.01,1,Finance,Paid,0
580,20,Male,Facebook,Carousel,Low,8.82,0,Health,Organic,1
581,30,Male,TikTok,Image,High,16.26,3,Health,Organic,1
582,45,Female,Facebook,Carousel,Low,38.21,4,Beauty,Paid,0
583,37,Male,TikTok,Video,High,6.35,0,Health,Organic,1
584,45,Male,TikTok,Video,Low,6.15,4,Beauty,Organic,1
585,25,Male,Facebook,Image,Medium,19.22,1,Finance,Organic,0
586,58,Female,Instagram,Image,Medium,17.79,1,Beauty,Organic,1
587,56,Female,Facebook,Carousel,High,7.96,0,Beauty,Paid,0
588,18,Female,TikTok,Carousel,Low,8.49,4,Health,Organic,0
589,20,Female,Instagram,Video,Medium,7.81,1,Finance,Paid,1
590,30,Female,Facebook,Image,Medium,35.43,3,Beauty,Paid,0
591,45,Female,Facebook,Image,Low,25.33,2,Health,Organic,0
592,42,Female,Facebook,Image,Low,42.87,2,Health,Paid,0
593,50,Male,Instagram,Carousel,Medium,88.99,1,Beauty,Organic,0
594,55,Male,TikTok,Image,Medium,15.43,4,Health,Organic,1
595,23,Female,Facebook,Video,Medium,1.66,1,Beauty,Organic,0
596,49,Male,Facebook,Video,Low,1.18,4,Beauty,Paid,0
597,38,Male,Facebook,Carousel,Medium,8.41,3,Beauty,Paid,0
598,33,Female,Facebook,Carousel,Medium,64.71,4,Finance,Paid,1
599,38,Male,Facebook,Image,Medium,17.78,1,Beauty,Organic,0
600,28,Male,TikTok,Carousel,High,7.61,3,Health,Organic,0
601,54,Male,TikTok,Video,Medium,12.23,0,Finance,Organic,0
602,53,Male,Facebook,Image,Medium,21.91,2,Health,Paid,0
603,52,Male,Instagram,Video,Low,25.4,1,Finance,Organic,0
604,36,Female,TikTok,Image,Medium,4.01,1,Finance,Organic,0
605,37,Female,Instagram,Carousel,Low,90.57,1,Finance,Paid,0
606,35,Female,TikTok,Image,Medium,18.89,3,Finance,Paid,0
607,58,Male,Facebook,Image,Medium,3.5,0,Health,Paid,1
608,31,Female,TikTok,Video,High,53.78,4,Beauty,Organic,1
609,32,Male,Facebook,Video,Low,1.86,0,Health,Organic,0
610,48,Male,TikTok,Image,Medium,57.19,3,Beauty,Organic,1
611,18,Male,Facebook,Carousel,Medium,136.17,1,Health,Paid,0
612,20,Male,Facebook,Carousel,Low,28.93,2,Finance,Paid,0
613,33,Female,Facebook,Video,Low,35.32,1,Finance,Paid,0
614,40,Female,Facebook,Carousel,Low,9.87,4,Beauty,Paid,0
615,28,Male,Instagram,Video,Low,68.16,2,Beauty,Organic,0
616,29,Female,Facebook,Carousel,Low,18.11,1,Health,Organic,0
617,27,Male,Instagram,Image,Low,31.64,2,Beauty,Organic,0
618,49,Female,Instagram,Video,Low,61.88,0,Health,Organic,0
619,33,Female,Facebook,Video,Medium,88.71,3,Beauty,Organic,1
620,25,Male,Instagram,Image,Medium,42.98,1,Beauty,Organic,0
621,55,Female,TikTok,Video,High,8.66,4,Beauty,Organic,1
622,29,Male,Facebook,Carousel,Medium,81.54,0,Finance,Organic,0
623,41,Female,Instagram,Carousel,Medium,23.74,1,Finance,Paid,0
624,45,Male,Facebook,Video,High,64.04,0,Health,Paid,0
625,25,Male,Facebook,Carousel,Medium,27.06,4,Beauty,Organic,0
626,45,Female,Facebook,Video,Medium,8.81,1,Health,Paid,0
627,53,Female,Instagram,Image,Medium,11.09,4,Beauty,Organic,1
628,43,Male,TikTok,Video,Low,19.19,2,Finance,Organic,1
629,25,Female,TikTok,Image,Low,37.46,4,Finance,Paid,0
630,45,Female,Instagram,Carousel,Medium,9.18,2,Beauty,Organic,1
631,45,Male,Facebook,Image,Medium,20.8,1,Beauty,Organic,1
632,54,Male,Instagram,Carousel,Low,10.18,2,Finance,Organic,1
633,58,Female,Instagram,Video,High,40.6,1,Finance,Organic,1
634,53,Male,Instagram,Carousel,Medium,15.09,1,Health,Organic,0
635,44,Male,Facebook,Video,Medium,1.92,3,Finance,Organic,1
636,34,Male,Instagram,Video,High,4.36,1,Beauty,Organic,1
637,26,Female,Facebook,Image,Medium,1.51,2,Health,Paid,1
638,50,Female,Instagram,Image,High,16.6,3,Beauty,Paid,0
639,37,Male,TikTok,Image,Medium,2.7,3,Health,Organic,1
640,30,Female,Instagram,Image,Low,2.91,1,Beauty,Paid,0
641,45,Male,Instagram,Carousel,Medium,67.94,4,Finance,Organic,0
642,46,Female,TikTok,Carousel,Medium,49.46,4,Beauty,Organic,0
643,30,Male,Facebook,Carousel,Medium,14.44,3,Health,Organic,1
644,52,Male,Facebook,Video,High,102.12,1,Beauty,Organic,0
645,23,Female,Instagram,Carousel,Medium,0.0,4,Health,Paid,1
646,35,Male,TikTok,Carousel,Medium,22.84,1,Beauty,Paid,0
647,22,Female,Facebook,Carousel,High,23.0,1,Finance,Paid,0
648,42,Female,Instagram,Image,Medium,14.68,3,Finance,Paid,0
649,19,Male,TikTok,Carousel,Medium,12.14,3,Beauty,Organic,1
650,27,Male,Facebook,Video,High,14.58,0,Beauty,Paid,0
651,47,Female,Facebook,Image,Low,12.87,4,Beauty,Organic,0
652,22,Male,TikTok,Video,Medium,31.47,4,Health,Organic,1
653,50,Male,TikTok,Carousel,High,3.49,4,Beauty,Paid,0
654,18,Male,TikTok,Image,Medium,5.28,2,Beauty,Organic,0
655,35,Male,TikTok,Video,Medium,4.78,1,Health,Paid,0
656,49,Male,Instagram,Carousel,Medium,7.31,3,Finance,Paid,1
657,28,Female,TikTok,Video,Medium,17.88,4,Beauty,Paid,0
658,38,Female,Facebook,Video,High,2.83,0,Beauty,Paid,0
659,43,Male,Facebook,Video,Low,48.63,4,Finance,Paid,1
660,42,Male,Instagram,Carousel,Low,8.47,1,Finance,Organic,1
661,39,Male,Facebook,Carousel,Low,4.26,1,Health,Paid,0
662,44,Female,Facebook,Video,Medium,27.02,3,Beauty,Paid,1
663,30,Male,TikTok,Image,Medium,0.93,2,Beauty,Organic,1
664,50,Female,Facebook,Image,High,23.22,3,Health,Paid,1
665,51,Female,Instagram,Carousel,Medium,28.75,4,Finance,Paid,0
666,58,Female,TikTok,Carousel,Medium,5.81,0,Health,Organic,0
667,52,Male,TikTok,Carousel,Low,1.03,3,Finance,Organic,0
668,18,Female,Instagram,Carousel,Medium,10.85,2,Health,Paid,1
669,38,Male,TikTok,Carousel,Medium,2.49,3,Finance,Organic,1
670,23,Female,TikTok,Image,Low,2.97,1,Health,Paid,0
671,45,Male,Instagram,Carousel,Low,7.04,4,Finance,Organic,1
672,34,Female,TikTok,Video,Low,8.41,4,Finance,Paid,1
673,22,Male,Instagram,Video,Low,18.12,4,Finance,Paid,0
674,48,Female,Instagram,Image,Medium,27.23,4,Finance,Paid,1
675,22,Male,Facebook,Video,Low,21.56,4,Finance,Organic,1
676,55,Male,Facebook,Image,Medium,3.85,4,Beauty,Paid,1
677,20,Male,TikTok,Image,High,4.53,0,Finance,Organic,1
678,40,Male,TikTok,Video,Medium,50.64,2,Beauty,Paid,0
679,54,Female,Instagram,Carousel,High,19.61,4,Finance,Paid,1
680,54,Female,TikTok,Video,Medium,48.95,2,Beauty,Paid,1
681,27,Male,Instagram,Video,Medium,11.15,4,Beauty,Paid,0
682,27,Female,Instagram,Image,High,22.87,3,Health,Paid,1
683,36,Male,TikTok,Video,Low,17.8,4,Finance,Organic,1
684,34,Male,Instagram,Image,High,9.22,1,Health,Organic,0
685,38,Female,Facebook,Carousel,Low,15.23,0,Health,Organic,0
686,31,Male,TikTok,Carousel,Medium,16.76,3,Finance,Paid,0
687,26,Male,Facebook,Carousel,Low,5.38,3,Health,Paid,1
688,18,Female,TikTok,Video,Medium,9.08,1,Finance,Organic,0
689,30,Male,Instagram,Image,Medium,37.62,4,Health,Paid,0
690,21,Male,TikTok,Carousel,Medium,59.39,0,Finance,Paid,0
691,18,Male,Facebook,Image,Low,10.7,3,Finance,Paid,0
692,57,Male,Instagram,Image,Low,8.8,0,Finance,Organic,0
693,49,Female,TikTok,Carousel,Low,5.21,3,Beauty,Organic,0
694,51,Female,TikTok,Carousel,Low,27.23,4,Health,Organic,0
695,45,Female,TikTok,Image,High,9.37,3,Beauty,Organic,1
696,48,Male,Facebook,Carousel,Low,105.65,3,Health,Organic,0
697,25,Male,Facebook,Image,High,9.46,2,Health,Paid,1
698,56,Female,TikTok,Image,High,12.03,4,Health,Paid,0
699,43,Male,Instagram,Carousel,Low,22.19,1,Beauty,Paid,0
700,51,Male,Instagram,Video,Medium,38.83,1,Health,Paid,0
701,20,Male,Facebook,Carousel,Low,15.22,4,Beauty,Organic,0
702,29,Male,Instagram,Video,Low,13.18,1,Finance,Organic,0
703,18,Female,Facebook,Image,Low,130.43,4,Health,Paid,0
704,22,Female,TikTok,Image,Medium,0.25,1,Health,Organic,0
705,47,Female,Facebook,Video,Medium,54.11,2,Finance,Paid,1
706,47,Male,Facebook,Image,Medium,3.88,1,Finance,Paid,1
707,34,Female,TikTok,Video,Medium,36.99,3,Health,Paid,0
708,40,Female,Instagram,Video,Low,23.09,4,Finance,Paid,0
709,32,Male,Facebook,Image,Medium,10.04,0,Beauty,Organic,1
710,54,Male,Facebook,Video,Medium,49.69,0,Beauty,Paid,0
711,38,Female,TikTok,Carousel,Low,0.31,4,Health,Organic,0
712,31,Female,Instagram,Carousel,Low,6.17,2,Beauty,Paid,1
713,19,Female,Facebook,Image,Medium,20.08,1,Beauty,Paid,0
714,28,Female,TikTok,Image,Low,10.4,2,Health,Paid,0
715,56,Male,Facebook,Video,Medium,22.62,0,Finance,Paid,0
716,55,Female,TikTok,Video,Low,0.59,4,Health,Organic,0
717,51,Female,Instagram,Video,Low,2.97,4,Beauty,Paid,0
718,55,Male,Instagram,Video,Low,3.26,2,Health,Organic,0
719,51,Female,Instagram,Carousel,Low,5.04,2,Health,Paid,0
720,35,Male,Instagram,Carousel,Medium,14.76,1,Beauty,Paid,0
721,47,Male,Facebook,Image,Medium,33.48,3,Beauty,Paid,0
722,32,Male,Facebook,Video,Medium,56.63,3,Health,Organic,1
723,44,Female,Instagram,Video,High,43.3,1,Beauty,Paid,1
724,51,Female,Instagram,Image,Medium,5.26,3,Beauty,Paid,0
725,55,Male,Instagram,Video,Medium,13.97,0,Beauty,Paid,0
726,50,Female,Facebook,Video,Low,5.34,3,Beauty,Paid,0
727,41,Female,Instagram,Video,Medium,7.37,1,Beauty,Paid,0
728,32,Male,Instagram,Video,Medium,16.81,3,Beauty,Organic,0
729,47,Male,Instagram,Video,Low,1.69,4,Finance,Organic,1
730,59,Female,TikTok,Image,Medium,5.91,2,Health,Paid,1
731,34,Male,Instagram,Video,Low,65.74,0,Beauty,Paid,0
732,22,Female,TikTok,Image,Medium,15.06,4,Health,Organic,0
733,46,Female,TikTok,Video,High,14.15,4,Finance,Paid,0
734,21,Female,Instagram,Carousel,High,0.35,1,Beauty,Organic,1
735,27,Female,TikTok,Carousel,Medium,6.82,2,Health,Paid,1
736,34,Male,Instagram,Carousel,Medium,48.29,2,Beauty,Paid,0
737,27,Male,Facebook,Carousel,Medium,4.32,0,Beauty,Organic,1
738,34,Male,Facebook,Image,Medium,12.87,1,Beauty,Paid,0
739,37,Male,Facebook,Image,Low,0.35,0,Beauty,Organic,1
740,41,Female,Facebook,Video,Medium,15.62,3,Beauty,Organic,1
741,22,Female,TikTok,Carousel,Medium,0.51,4,Beauty,Organic,1
742,51,Male,Instagram,Image,High,41.1,0,Beauty,Paid,1
743,23,Female,Instagram,Video,Medium,41.81,4,Finance,Organic,0
744,19,Female,Instagram,Video,Medium,37.2,1,Finance,Organic,1
745,30,Female,Facebook,Image,Medium,8.0,3,Beauty,Paid,1
746,28,Male,Facebook,Carousel,Medium,43.57,1,Beauty,Paid,0
747,40,Male,Instagram,Video,Medium,18.79,3,Finance,Paid,0
748,33,Male,Facebook,Carousel,Low,11.23,3,Finance,Paid,0
749,48,Female,Instagram,Carousel,Medium,23.56,4,Finance,Paid,1
750,28,Male,Instagram,Carousel,High,0.3,1,Beauty,Paid,1
751,33,Male,Instagram,Video,Medium,3.7,1,Health,Organic,1
752,25,Male,Instagram,Carousel,Low,32.54,0,Health,Paid,0
753,21,Male,Instagram,Video,Medium,6.72,1,Health,Organic,1
754,57,Male,Instagram,Carousel,High,21.87,0,Health,Paid,0
755,21,Male,Instagram,Video,Low,11.67,2,Beauty,Organic,0
756,42,Female,Facebook,Carousel,Medium,46.31,2,Health,Organic,0
757,20,Female,Instagram,Image,High,73.09,2,Finance,Paid,0
758,49,Male,Instagram,Carousel,Medium,51.61,1,Finance,Paid,0
759,20,Male,Facebook,Carousel,High,7.57,1,Health,Organic,1
760,44,Female,Facebook,Video,Medium,5.18,0,Finance,Paid,0
761,46,Female,Facebook,Video,Medium,15.44,3,Beauty,Paid,1
762,49,Male,Instagram,Carousel,Medium,0.18,0,Health,Organic,0
763,36,Male,TikTok,Image,Low,0.63,2,Health,Organic,0
764,38,Male,TikTok,Image,Low,19.34,0,Beauty,Organic,0
765,22,Male,Facebook,Video,Medium,17.64,3,Finance,Paid,1
766,35,Female,TikTok,Image,Low,125.23,1,Beauty,Paid,0
767,45,Male,Facebook,Carousel,Medium,5.41,0,Beauty,Paid,0
768,59,Male,Instagram,Video,High,7.17,2,Finance,Paid,1
769,39,Male,TikTok,Carousel,High,2.89,2,Beauty,Organic,1
770,38,Male,Instagram,Video,Medium,59.89,1,Finance,Paid,0
771,23,Female,TikTok,Video,High,36.1,0,Finance,Organic,0
772,18,Female,Instagram,Video,Medium,41.47,3,Beauty,Paid,1
773,22,Female,TikTok,Video,Medium,55.93,1,Finance,Paid,0
774,58,Male,Instagram,Image,Low,17.86,0,Beauty,Organic,0
775,29,Male,Instagram,Carousel,Medium,14.4,4,Finance,Paid,0
776,43,Female,TikTok,Carousel,Medium,9.63,2,Health,Paid,0
777,51,Male,Instagram,Carousel,Medium,21.35,3,Finance,Organic,0
778,31,Male,Instagram,Video,Medium,14.54,3,Finance,Paid,0
779,43,Female,Instagram,Image,Low,14.42,3,Beauty,Organic,0
780,44,Female,TikTok,Carousel,Medium,66.32,2,Finance,Organic,0
781,26,Female,TikTok,Image,High,99.29,0,Health,Organic,0
782,43,Female,Instagram,Video,Medium,38.21,1,Health,Organic,0
783,39,Male,Instagram,Carousel,High,33.93,0,Finance,Paid,1
784,47,Male,TikTok,Image,High,27.39,1,Finance,Paid,0
785,34,Female,TikTok,Video,High,4.36,3,Health,Paid,1
786,43,Male,Instagram,Image,High,1.46,0,Beauty,Organic,1
787,53,Female,Instagram,Carousel,High,28.16,3,Health,Paid,1
788,18,Female,Instagram,Carousel,Medium,31.32,4,Health,Paid,0
789,25,Male,Facebook,Video,Low,1.15,3,Finance,Paid,1
790,52,Female,TikTok,Video,Medium,63.16,3,Finance,Paid,1
791,32,Male,Facebook,Video,Medium,2.29,1,Health,Organic,1
792,39,Male,TikTok,Image,Low,8.08,4,Beauty,Organic,0
793,31,Male,TikTok,Image,Low,26.78,3,Health,Paid,1
794,43,Male,TikTok,Image,High,4.47,3,Health,Organic,1
795,45,Female,TikTok,Video,High,1.37,4,Beauty,Paid,1
796,40,Male,TikTok,Carousel,High,9.65,4,Health,Paid,1
797,31,Female,TikTok,Carousel,Medium,34.86,0,Health,Paid,1
